total,price,condition,MPN,movement,case material,band material,model,listingType
5200,5200,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,"Yellow Gold, Stainless Steel",Rolex Datejust,StoreInventory
7029,7000,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,YACHT-MASTER,StoreInventory
3498,3498,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,1601,StoreInventory
5523,5500,pre-owned,Does Not Apply,Mechanical (Hand-winding),"Gold, White Gold","Crocodile Skin, Leather",Rolex Cellini,StoreInventory
4185,4185,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
6417,6377,pre-owned,16800,Mechanical (Automatic),Stainless Steel,Rubber,Rolex Submariner,Auction
8519,8500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Leather,Oyster Perpetual,StoreInventory
8010,8000,pre-owned,16713,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel, Yellow Gold",Rolex GMT-Master II,FixedPrice
3960,3960,pre-owned,15210,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory
6950,6950,pre-owned,16610,Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
5145,5100,pre-owned,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Air-King 14000,Auction
6150,6150,pre-owned,Does Not Apply,Mechanical: Automatic,"Silver, Stainless Steel, SS/18kt Solid Gold","Silver, Stainless Steel, SS/18kt Solid Gold",Rolex Datejust,StoreInventory
3875,3875,new without tags,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3794,3794,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,FixedPrice
6200,6200,pre-owned,15203,Mechanical (Automatic),Stainless Steel,"Solid Gold, Stainless Steel",Date,FixedPrice
5495,5495,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3050,3050,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,"Silver, Stainless Steel",Rolex Oyster Date Ref 1500,StoreInventory
9400,9400,pre-owned,16750,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,Auction
3287,3212,pre-owned,1550,Mechanical (Automatic),"Gold Shell, Stainless Steel",Leather,Rolex Date,Auction
5009,4950,pre-owned,116000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,FixedPrice
3250,3250,pre-owned,50519BKSBKL,Mechanical (Hand-winding),Solid Gold,"Crocodile Skin, Genuine Leather",Rolex Cellini,FixedPrice
9035,9000,pre-owned,18078,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
7525,7525,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer II,FixedPrice
4894,4894,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
8000,8000,pre-owned,178271,Mechanical (Automatic),Rose Gold,Rose Gold,Rolex Datejust,StoreInventory
4300,4300,pre-owned,69278,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
4500,4500,pre-owned,168622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,StoreInventory
2420,2400,pre-owned,16013,Mechanical (Automatic),Stainless Steel,Crocodile Skin,Datejust,Auction
6682,6650,pre-owned,13400,Automatic,Stainless Steel,"Stainless, 18K Yellow Gold",Rolex Submariner,StoreInventory
6000,6000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,StoreInventory
7201,7201,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice
3503,3499,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,StoreInventory
7400,7400,pre-owned,MTV397017,Mechanical: Automatic,"Silver, Stainless Steel","Silver, Stainless Steel",Datejust 41mm,Auction
3860,3735,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
4700,4700,pre-owned,14000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,FixedPrice
6350,6350,new with tags,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory
6700,6700,pre-owned,79163,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
8800,8710,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
4200,4200,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,Auction
3585,3550,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
6975,6900,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
6250,6250,pre-owned,Does Not Apply,Mechanical (Automatic),steel,steel,datejust 2,StoreInventory
4500,4500,pre-owned,69623,Mechanical (Automatic),Stainless Steel,"Gold, Stainless Steel",Rolex Yacht-Master,StoreInventory
6200,6200,pre-owned,16601T,Mechanical (Automatic),Stainless Steel,Steel,Submariner,Auction
5247,5195,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
3000,3000,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Rubber,Rolex Datejust,Auction
4250,4250,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
5026,5000,pre-owned,1601,Mechanical (Automatic),"White Gold, Stainless Steel",Leather,Rolex Datejust,StoreInventory
4500,4500,pre-owned,3131,Automatic Self Wind,Yellow Gold,Yellow Gold,Vintage Collection,FixedPrice
7000,7000,pre-owned,16622,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,StoreInventory
10370,10300,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
6800,6800,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Milgauss 116400,FixedPrice
10650,10600,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,"Solid Gold, Stainless Steel",Yacht-Master 40 116621,FixedPrice
4000,4000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
3250,3250,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
7100,7100,new with tags,126300,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice
10000,10000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
7101,6990,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
4450,4450,pre-owned,116000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,StoreInventory
6292,6292,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5202,5202,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
5850,5850,pre-owned,116233,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice
6299,6200,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
6682,6650,pre-owned,13400,Automatic,Stainless Steel,"Stainless, 18K Yellow Gold",Rolex Submariner,StoreInventory
6000,6000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,StoreInventory
7201,7201,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice
3503,3499,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,StoreInventory
7400,7400,pre-owned,MTV397017,Mechanical: Automatic,"Silver, Stainless Steel","Silver, Stainless Steel",Rolex Datejust II,Auction
3860,3735,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
4700,4700,pre-owned,14000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,FixedPrice
6350,6350,new with tags,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory
6700,6700,pre-owned,79163,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
8800,8710,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
4200,4200,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,Auction
3585,3550,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
6975,6900,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
6250,6250,pre-owned,Does Not Apply,Mechanical (Automatic),steel,steel,datejust 2,StoreInventory
4500,4500,pre-owned,69623,Mechanical (Automatic),Stainless Steel,"Gold, Stainless Steel",Rolex Yacht-Master,StoreInventory
6200,6200,pre-owned,16601T,Mechanical (Automatic),Stainless Steel,Steel,Submariner,Auction
3000,3000,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
4250,4250,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3200,3200,pre-owned,Does Not Apply,Mechanical (Hand-winding),Solid Gold,"Crocodile Skin, Genuine Leather",Rolex Cellini,FixedPrice
5026,5000,pre-owned,1601,Mechanical (Automatic),"White Gold, Stainless Steel",Leather,Rolex Datejust,StoreInventory
4500,4500,pre-owned,3131,Automatic Self Wind,Yellow Gold,Yellow Gold,Vintage Collection,FixedPrice
7000,7000,pre-owned,16622,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,StoreInventory
10370,10300,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
6800,6800,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Milgauss 116400,FixedPrice
10650,10600,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,"Solid Gold, Stainless Steel",Yacht-Master 40 116621,FixedPrice
4000,4000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
3250,3250,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
7100,7100,new with tags,126300,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice
10000,10000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
4140,4090,pre-owned,Does Not Apply,Mechanical (Automatic),"Gold, Silver, Stainless Steel","Gold, Silver, Stainless Steel, Yellow Gold",Rolex Datejust,Auction
7101,6990,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
4450,4450,pre-owned,116000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,StoreInventory
6292,6292,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5202,5202,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
5850,5850,pre-owned,116233,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice
6299,6200,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
5000,5000,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
12000,12000,pre-owned,116710BLNR,Mechanical (Automatic),"Stainless Steel, Ceramic",Ceramic,Rolex GMT-Master II,Auction
4495,4450,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
5343,5193,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
5200,5200,pre-owned,6916,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
7000,7000,pre-owned,M50505-0020,Mechanical (Automatic),White Gold,alligator,Rolex Cellini,Auction
8000,8000,pre-owned,114060,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory
5000,5000,pre-owned,79170,Mechanical (Automatic),Stainless Steel,Stainless Steel,Big Block Oysterdate,StoreInventory
3900,3900,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
4950,4950,pre-owned,Does not apply,Mechanical (Automatic),"Silver, Stainless Steel, Yellow gold","Silver, Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice
4750,4750,pre-owned,1500,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory
7950,7950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
6100,6100,pre-owned,14060M,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5212,5200,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,StoreInventory
6275,6275,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
6215,6100,pre-owned,69173,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Datejust,StoreInventory
3945,3900,pre-owned,69623,Mechanical (Automatic),"18k Yellow Gold Bezel, Stainless Steel",18k Yellow Gold & Stainless Steel,Yacht-Master,StoreInventory
9521,9500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
4962,4950,pre-owned,Does Not Apply,Mechanical (Automatic),Gold,Leather,Rolex - Bubble Back,StoreInventory
6800,6800,pre-owned,116334,Mechanical (Automatic),"18k White Gold Bezel, Stainless Steel",Stainless Steel,Datejust II,FixedPrice
4350,4350,pre-owned,4233,Mechanical (Hand-winding),18K White Gold,Crocodile Skin,Rolex Cellini,StoreInventory
3500,3500,pre-owned,169622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice
5200,5200,pre-owned,6916,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
7000,7000,pre-owned,M50505-0020,Mechanical (Automatic),White Gold,alligator,Rolex Cellini,Auction
8000,8000,pre-owned,114060,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory
3521,3390,pre-owned,67194,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,StoreInventory
3500,3500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,14K Gold and Stainless Steel,Rolex Lady-Datejust,FixedPrice
5000,5000,pre-owned,79170,Mechanical (Automatic),Stainless Steel,Stainless Steel,Big Block Oysterdate,StoreInventory
3900,3900,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
4950,4950,pre-owned,Does not apply,Mechanical (Automatic),"Silver, Stainless Steel, Yellow gold","Silver, Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice
4750,4750,pre-owned,1500,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory
7950,7950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
6100,6100,pre-owned,14060M,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5212,5200,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,StoreInventory
6275,6275,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
6215,6100,pre-owned,69173,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Datejust,StoreInventory
3945,3900,pre-owned,Does Not Apply,Mechanical (Automatic),"18k Yellow Gold Bezel, Stainless Steel",18k Yellow Gold & Stainless Steel,Yacht-Master,StoreInventory
9521,9500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
5800,5800,pre-owned,6694,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oysterdate,StoreInventory
4962,4950,pre-owned,Does Not Apply,Mechanical (Automatic),Gold,Leather,Rolex - Bubble Back,StoreInventory
6800,6800,pre-owned,116334,Mechanical (Automatic),"18k White Gold Bezel, Stainless Steel",Stainless Steel,Datejust II,FixedPrice
4350,4350,pre-owned,4233,Mechanical (Hand-winding),18K White Gold,Crocodile Skin,Rolex Cellini,StoreInventory
3500,3500,pre-owned,169622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice
7950,7950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
6100,6100,pre-owned,14060M,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5212,5200,pre-owned,6917,Mechanical (Automatic),Gold,Solid Gold,Rolex Datejust,StoreInventory
6275,6275,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
6215,6100,pre-owned,69173,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Datejust,StoreInventory
3945,3900,pre-owned,69623,Mechanical (Automatic),"18k Yellow Gold Bezel, Stainless Steel",18k Yellow Gold & Stainless Steel,Yacht-Master,StoreInventory
9521,9500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
5800,5800,pre-owned,6694,Mechanical (Hand-winding),Stainless Steel,Stainless Steel,Rolex Oysterdate,StoreInventory
4962,4950,pre-owned,Does Not Apply,Mechanical (Automatic),Gold,Leather,Rolex - Bubble Back,StoreInventory
4350,4350,pre-owned,4233,Mechanical (Hand-winding),18K White Gold,Crocodile Skin,Rolex Cellini,StoreInventory
3500,3500,pre-owned,169622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice
7475,7420,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
6511,6511,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"Stainless Steel, 18K Gold",Datejust,Auction
3325,3250,pre-owned,68240,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
7550,7500,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
7895,7895,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3278,3278,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel","Stainless Steel and Yellow Gold, Solid Gold, Stainless Steel",Rolex Datejust,Auction
5000,5000,pre-owned,178274,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
5400,5400,new with tags,178240,Mechanical (Automatic),Stainless Steel,Stainless Steel,Midsize Datejust,StoreInventory
10200,10200,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,"18k Yellow Gold, Stainless Steel",Submariner 16613,StoreInventory
7495,7495,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,178240,FixedPrice
